national_olympic_team,national_iso3,national_noc,participated_olympic_game,year,season,host_country,host_iso3,is_host_country_team,total_number_of_athletes,number_of_male_athletes,number_of_female_athletes,proportion_male_athletes,proportion_female_athletes,score_total,score_female,score_male,score_total_raw,score_female_raw,score_male_raw,game_total_score_raw
Uganda,UGA,UGA,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,15,11,4,0.7333333333333333,0.26666666666666666,0.0016821017861818341,0.0002803502976969724,0.001401751488484862,2.6666666666666665,0.4444444444444444,2.2222222222222223,1585.3182539682539
Ukraine,UKR,UKR,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,231,119,112,0.5151515151515151,0.48484848484848486,0.02438371745495997,0.011259318518488852,0.013124398936471122,38.65595238095238,17.849603174603175,20.806349206349207,1585.3182539682539
Uruguay,URY,URU,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,33,30,3,0.9090909090909091,0.09090909090909091,0.0007797242654697045,0.00021026272327272927,0.0005694615421969751,1.2361111111111112,0.3333333333333333,0.9027777777777777,1585.3182539682539
United States,USA,USA,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,538,262,276,0.48698884758364314,0.5130111524163569,0.07550659549106609,0.04022726396632593,0.035279331524740165,119.70198412698413,63.77301587301587,55.92896825396825,1585.3182539682539
Uzbekistan,UZB,UZB,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,53,36,17,0.6792452830188679,0.32075471698113206,0.004918145222455458,0.0013867327225368096,0.0035314124999186484,7.796825396825397,2.198412698412698,5.598412698412698,1585.3182539682539
Saint Vincent and the Grenadines,VCT,VIN,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,3,2,1,0.6666666666666666,0.3333333333333333,0.00021026272327272927,7.00875744242431e-05,0.0001401751488484862,0.3333333333333333,0.1111111111111111,0.2222222222222222,1585.3182539682539
Venezuela,VEN,VEN,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,69,42,27,0.6086956521739131,0.391304347826087,0.006163200919548977,0.0026342915472883366,0.0035289093722606396,9.77063492063492,4.176190476190476,5.594444444444444,1585.3182539682539
British Virgin Islands,VGB,IVB,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,2,1,1,0.5,0.5,0.0001401751488484862,7.00875744242431e-05,7.00875744242431e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1585.3182539682539
United States Virgin Islands,VIR,ISV,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,7,4,3,0.5714285714285714,0.42857142857142855,0.0006307881698181879,0.0003504378721212155,0.0002803502976969724,1.0,0.5555555555555556,0.4444444444444444,1585.3182539682539
Vietnam,VNM,VIE,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,18,6,12,0.3333333333333333,0.6666666666666666,0.0018748426158485027,0.0010863574035757679,0.0007884852122727348,2.972222222222222,1.722222222222222,1.25,1585.3182539682539
Vanuatu,VUT,VAN,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,5,3,2,0.6,0.4,0.0003504378721212155,0.0001401751488484862,0.00021026272327272927,0.5555555555555556,0.2222222222222222,0.3333333333333333,1585.3182539682539
Samoa,WSM,SAM,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,8,5,3,0.625,0.375,0.0007269082718857211,0.0002863578040761932,0.000440550467809528,1.1523809523809523,0.45396825396825397,0.6984126984126984,1585.3182539682539
Yemen,YEM,YEM,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,4,3,1,0.75,0.25,0.0002803502976969724,7.00875744242431e-05,0.00021026272327272927,0.4444444444444444,0.1111111111111111,0.3333333333333333,1585.3182539682539
South Africa,ZAF,RSA,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,133,69,64,0.518796992481203,0.48120300751879697,0.00854843126486545,0.002905880898182279,0.0056425503666831705,13.551984126984127,4.606746031746032,8.945238095238095,1585.3182539682539
Zambia,ZMB,ZAM,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,7,5,2,0.7142857142857143,0.2857142857142857,0.0004906130209697017,0.0001401751488484862,0.0003504378721212155,0.7777777777777777,0.2222222222222222,0.5555555555555556,1585.3182539682539
Zimbabwe,ZWE,ZIM,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,7,4,3,0.5714285714285714,0.42857142857142855,0.0007209007655065003,0.00042052544654545853,0.00030037531896104185,1.1428571428571428,0.6666666666666666,0.47619047619047616,1585.3182539682539
Albania,ALB,ALB,2014 Winter Olympics,2014,Winter,Russia,RUS,False,2,1,1,0.5,0.5,0.0007408897026915464,0.0003704448513457732,0.0003704448513457732,0.4444444444444444,0.2222222222222222,0.2222222222222222,599.879365079365
Andorra,AND,AND,2014 Winter Olympics,2014,Winter,Russia,RUS,False,6,4,2,0.6666666666666666,0.3333333333333333,0.0022226691080746395,0.0009261121283644332,0.0012965569797102063,1.3333333333333333,0.5555555555555556,0.7777777777777777,599.879365079365
Argentina,ARG,ARG,2014 Winter Olympics,2014,Winter,Russia,RUS,False,7,4,3,0.5714285714285714,0.42857142857142855,0.0038896709391306188,0.0016670018310559797,0.0022226691080746395,2.333333333333333,1.0,1.3333333333333333,599.879365079365
Armenia,ARM,ARM,2014 Winter Olympics,2014,Winter,Russia,RUS,False,4,3,1,0.75,0.25,0.0012965569797102063,0.0001852224256728866,0.0011113345540373198,0.7777777777777777,0.1111111111111111,0.6666666666666666,599.879365079365
Australia,AUS,AUS,2014 Winter Olympics,2014,Winter,Russia,RUS,False,60,29,31,0.48333333333333334,0.5166666666666667,0.016566822959113475,0.00926707486161239,0.007299748097501085,9.938095238095238,5.559126984126984,4.378968253968254,599.879365079365
Austria,AUT,AUT,2014 Winter Olympics,2014,Winter,Russia,RUS,False,127,87,40,0.6850393700787402,0.31496062992125984,0.04555744012023582,0.019062364390724063,0.026495075729511756,27.328968253968252,11.435119047619047,15.893849206349206,599.879365079365
Azerbaijan,AZE,AZE,2014 Winter Olympics,2014,Winter,Russia,RUS,False,4,2,2,0.5,0.5,0.0007408897026915464,0.00027783363850932994,0.0004630560641822166,0.4444444444444444,0.16666666666666666,0.2777777777777778,599.879365079365
Belgium,BEL,BEL,2014 Winter Olympics,2014,Winter,Russia,RUS,False,7,3,4,0.42857142857142855,0.5714285714285714,0.0023245414421947273,0.0008335009155279898,0.0014910405266667372,1.3944444444444444,0.5,0.8944444444444444,599.879365079365
Bulgaria,BGR,BUL,2014 Winter Olympics,2014,Winter,Russia,RUS,False,18,13,5,0.7222222222222222,0.2777777777777778,0.008112742244472435,0.0020004021972671753,0.006112340047205259,4.866666666666666,1.2,3.6666666666666665,599.879365079365
Bosnia and Herzegovina,BIH,BIH,2014 Winter Olympics,2014,Winter,Russia,RUS,False,5,3,2,0.6,0.4,0.0025931139594204127,0.0009261121283644332,0.0016670018310559797,1.5555555555555554,0.5555555555555556,1.0,599.879365079365
Belarus,BLR,BLR,2014 Winter Olympics,2014,Winter,Russia,RUS,False,26,15,11,0.5769230769230769,0.4230769230769231,0.019295546194472962,0.011252262359627863,0.008043283834845103,11.575,6.75,4.825,599.879365079365
Bermuda,BMU,BER,2014 Winter Olympics,2014,Winter,Russia,RUS,False,1,1,0,1.0,0.0,0.0001852224256728866,0.0,0.0001852224256728866,0.1111111111111111,0.0,0.1111111111111111,599.879365079365
Brazil,BRA,BRA,2014 Winter Olympics,2014,Winter,Russia,RUS,False,13,6,7,0.46153846153846156,0.5384615384615384,0.0024078915337475263,0.0016670018310559797,0.0007408897026915464,1.4444444444444444,1.0,0.4444444444444444,599.879365079365
Canada,CAN,CAN,2014 Winter Olympics,2014,Winter,Russia,RUS,False,222,123,99,0.5540540540540541,0.44594594594594594,0.07582939956181667,0.03711262052687843,0.038716779034938247,45.48849206349206,22.26309523809524,23.225396825396825,599.879365079365
Switzerland,CHE,SUI,2014 Winter Olympics,2014,Winter,Russia,RUS,False,156,88,68,0.5641025641025641,0.4358974358974359,0.044252283527905084,0.018137244525354305,0.026115039002550782,26.546031746031744,10.88015873015873,15.665873015873016,599.879365079365
Chile,CHL,CHI,2014 Winter Olympics,2014,Winter,Russia,RUS,False,6,3,3,0.5,0.5,0.0025931139594204127,0.0011113345540373198,0.0014817794053830929,1.5555555555555554,0.6666666666666666,0.8888888888888888,599.879365079365
People's Republic of China,CHN,CHN,2014 Winter Olympics,2014,Winter,Russia,RUS,False,65,27,38,0.4153846153846154,0.5846153846153846,0.027082164668028496,0.016920068585218193,0.010162096082810301,16.246031746031747,10.15,6.096031746031746,599.879365079365
Cayman Islands,CYM,CAY,2014 Winter Olympics,2014,Winter,Russia,RUS,False,1,1,0,1.0,0.0,0.0003704448513457732,0.0,0.0003704448513457732,0.2222222222222222,0.0,0.2222222222222222,599.879365079365
Cyprus,CYP,CYP,2014 Winter Olympics,2014,Winter,Russia,RUS,False,2,1,1,0.5,0.5,0.0005556672770186599,0.0001852224256728866,0.0003704448513457732,0.3333333333333333,0.1111111111111111,0.2222222222222222,599.879365079365
Czechia,CZE,CZE,2014 Winter Olympics,2014,Winter,Russia,RUS,False,87,63,24,0.7241379310344828,0.27586206896551724,0.03182915083455933,0.016371016394830705,0.015458134439728623,19.09365079365079,9.82063492063492,9.273015873015872,599.879365079365
Germany,DEU,GER,2014 Winter Olympics,2014,Winter,Russia,RUS,False,152,76,76,0.5,0.5,0.060444692583694073,0.02729947026386258,0.033145222319831504,36.259523809523806,16.37638888888889,19.88313492063492,599.879365079365
Dominica,DMA,DMA,2014 Winter Olympics,2014,Winter,Russia,RUS,False,2,1,1,0.5,0.5,0.0003704448513457732,0.0001852224256728866,0.0001852224256728866,0.2222222222222222,0.1111111111111111,0.1111111111111111,599.879365079365
Denmark,DNK,DEN,2014 Winter Olympics,2014,Winter,Russia,RUS,False,12,7,5,0.5833333333333334,0.4166666666666667,0.0018522242567288664,0.00027783363850932994,0.0015743906182195363,1.1111111111111112,0.16666666666666666,0.9444444444444444,599.879365079365
Spain,ESP,ESP,2014 Winter Olympics,2014,Winter,Russia,RUS,False,20,14,6,0.7,0.3,0.007322900900710196,0.0019448354695653094,0.005378065431144887,4.392857142857142,1.1666666666666665,3.2261904761904763,599.879365079365
Estonia,EST,EST,2014 Winter Olympics,2014,Winter,Russia,RUS,False,25,18,7,0.72,0.28,0.00981678856066299,0.0028709475979297426,0.006945840962733247,5.888888888888888,1.722222222222222,4.166666666666666,599.879365079365
Finland,FIN,FIN,2014 Winter Olympics,2014,Winter,Russia,RUS,False,102,67,35,0.6568627450980392,0.3431372549019608,0.02348554206665891,0.008800049745451467,0.014685492321207439,14.088492063492064,5.278968253968253,8.809523809523808,599.879365079365
France,FRA,FRA,2014 Winter Olympics,2014,Winter,Russia,RUS,False,107,68,39,0.6355140186915887,0.3644859813084112,0.04444478254887226,0.014351430446333127,0.030093352102539134,26.661507936507935,8.609126984126984,18.05238095238095,599.879365079365
Great Britain,GBR,GBR,2014 Winter Olympics,2014,Winter,Russia,RUS,False,55,33,22,0.6,0.4,0.0144830706702935,0.006704390300695378,0.007778680369598121,8.688095238095238,4.021825396825396,4.666269841269841,599.879365079365
Georgia,GEO,GEO,2014 Winter Olympics,2014,Winter,Russia,RUS,False,4,2,2,0.5,0.5,0.0012965569797102063,0.0005556672770186599,0.0007408897026915464,0.7777777777777777,0.3333333333333333,0.4444444444444444,599.879365079365
Greece,GRC,GRE,2014 Winter Olympics,2014,Winter,Russia,RUS,False,7,5,2,0.7142857142857143,0.2857142857142857,0.0024078915337475263,0.0005556672770186599,0.0018522242567288664,1.4444444444444444,0.3333333333333333,1.1111111111111112,599.879365079365
"Hong Kong, China",HKG,HKG,2014 Winter Olympics,2014,Winter,Russia,RUS,False,1,1,0,1.0,0.0,0.0001852224256728866,0.0,0.0001852224256728866,0.1111111111111111,0.0,0.1111111111111111,599.879365079365
Croatia,HRV,CRO,2014 Winter Olympics,2014,Winter,Russia,RUS,False,11,7,4,0.6363636363636364,0.36363636363636365,0.0052788391316772685,0.0016670018310559797,0.0036118373006212893,3.1666666666666665,1.0,2.1666666666666665,599.879365079365
Hungary,HUN,HUN,2014 Winter Olympics,2014,Winter,Russia,RUS,False,16,7,9,0.4375,0.5625,0.006257871953091098,0.0034795355679977983,0.0027783363850932994,3.753968253968254,2.087301587301587,1.6666666666666665,599.879365079365
India,IND,IND,2014 Winter Olympics,2014,Winter,Russia,RUS,False,2,2,0,1.0,0.0,0.0003704448513457732,0.0,0.0003704448513457732,0.2222222222222222,0.0,0.2222222222222222,599.879365079365
Independent Olympic Athletes,IOA,IOA,2014 Winter Olympics,2014,Winter,Russia,RUS,False,1,1,0,1.0,0.0,0.0001852224256728866,0.0,0.0001852224256728866,0.1111111111111111,0.0,0.1111111111111111,599.879365079365
Ireland,IRL,IRL,2014 Winter Olympics,2014,Winter,Russia,RUS,False,5,4,1,0.8,0.2,0.0014817794053830929,0.0003704448513457732,0.0011113345540373198,0.8888888888888888,0.2222222222222222,0.6666666666666666,599.879365079365
Islamic Republic of Iran,IRN,IRI,2014 Winter Olympics,2014,Winter,Russia,RUS,False,5,3,2,0.6,0.4,0.0012965569797102063,0.0003704448513457732,0.0009261121283644332,0.7777777777777777,0.2222222222222222,0.5555555555555556,599.879365079365
Iceland,ISL,ISL,2014 Winter Olympics,2014,Winter,Russia,RUS,False,5,3,2,0.6,0.4,0.0020374466824017528,0.0009261121283644332,0.0011113345540373198,1.222222222222222,0.5555555555555556,0.6666666666666666,599.879365079365
Israel,ISR,ISR,2014 Winter Olympics,2014,Winter,Russia,RUS,False,5,4,1,0.8,0.2,0.0011113345540373198,9.26112128364433e-05,0.0010187233412008764,0.6666666666666666,0.05555555555555555,0.611111111111111,599.879365079365
Italy,ITA,ITA,2014 Winter Olympics,2014,Winter,Russia,RUS,False,112,68,44,0.6071428571428571,0.39285714285714285,0.04071982726685789,0.01827417681861962,0.02244565044823827,24.426984126984127,10.962301587301587,13.464682539682538,599.879365079365
Jamaica,JAM,JAM,2014 Winter Olympics,2014,Winter,Russia,RUS,False,2,2,0,1.0,0.0,0.0001852224256728866,0.0,0.0001852224256728866,0.1111111111111111,0.0,0.1111111111111111,599.879365079365
Japan,JPN,JPN,2014 Winter Olympics,2014,Winter,Russia,RUS,False,113,48,65,0.4247787610619469,0.5752212389380531,0.029468226415893143,0.013992892750923467,0.015475333664969677,17.67738095238095,8.394047619047619,9.283333333333333,599.879365079365
Kazakhstan,KAZ,KAZ,2014 Winter Olympics,2014,Winter,Russia,RUS,False,51,35,16,0.6862745098039216,0.3137254901960784,0.019093124543559024,0.006720928017273315,0.01237219652628571,11.453571428571427,4.031746031746032,7.421825396825397,599.879365079365
Kyrgyzstan,KGZ,KGZ,2014 Winter Olympics,2014,Winter,Russia,RUS,False,1,1,0,1.0,0.0,0.0003704448513457732,0.0,0.0003704448513457732,0.2222222222222222,0.0,0.2222222222222222,599.879365079365
Republic of Korea,KOR,KOR,2014 Winter Olympics,2014,Winter,Russia,RUS,False,71,41,30,0.5774647887323944,0.4225352112676056,0.026013828177093808,0.014401043596066936,0.011612784581026873,15.60515873015873,8.63888888888889,6.966269841269841,599.879365079365
Lebanon,LBN,LBN,2014 Winter Olympics,2014,Winter,Russia,RUS,False,2,1,1,0.5,0.5,0.0005556672770186599,0.0001852224256728866,0.0003704448513457732,0.3333333333333333,0.1111111111111111,0.2222222222222222,599.879365079365
Liechtenstein,LIE,LIE,2014 Winter Olympics,2014,Winter,Russia,RUS,False,4,2,2,0.5,0.5,0.0012965569797102063,0.0005556672770186599,0.0007408897026915464,0.7777777777777777,0.3333333333333333,0.4444444444444444,599.879365079365
Lithuania,LTU,LTU,2014 Winter Olympics,2014,Winter,Russia,RUS,False,9,4,5,0.4444444444444444,0.5555555555555556,0.003519226087784846,0.0019448354695653094,0.0015743906182195363,2.111111111111111,1.1666666666666665,0.9444444444444444,599.879365079365
Luxembourg,LUX,LUX,2014 Winter Olympics,2014,Winter,Russia,RUS,False,1,1,0,1.0,0.0,0.0001852224256728866,0.0,0.0001852224256728866,0.1111111111111111,0.0,0.1111111111111111,599.879365079365
Latvia,LVA,LAT,2014 Winter Olympics,2014,Winter,Russia,RUS,False,57,50,7,0.8771929824561403,0.12280701754385964,0.013891681925466495,0.0025005027465839695,0.011391179178882528,8.333333333333332,1.5,6.833333333333333,599.879365079365
Morocco,MAR,MAR,2014 Winter Olympics,2014,Winter,Russia,RUS,False,2,1,1,0.5,0.5,0.0007408897026915464,0.0003704448513457732,0.0003704448513457732,0.4444444444444444,0.2222222222222222,0.2222222222222222,599.879365079365
Monaco,MCO,MON,2014 Winter Olympics,2014,Winter,Russia,RUS,False,5,4,1,0.8,0.2,0.0018522242567288664,0.0003704448513457732,0.0014817794053830929,1.1111111111111112,0.2222222222222222,0.8888888888888888,599.879365079365
Republic of Moldova,MDA,MDA,2014 Winter Olympics,2014,Winter,Russia,RUS,False,4,3,1,0.75,0.25,0.0009261121283644332,0.0003704448513457732,0.0005556672770186599,0.5555555555555556,0.2222222222222222,0.3333333333333333,599.879365079365
Mexico,MEX,MEX,2014 Winter Olympics,2014,Winter,Russia,RUS,False,1,1,0,1.0,0.0,0.0001852224256728866,0.0,0.0001852224256728866,0.1111111111111111,0.0,0.1111111111111111,599.879365079365
North Macedonia,MKD,MKD,2014 Winter Olympics,2014,Winter,Russia,RUS,False,3,2,1,0.6666666666666666,0.3333333333333333,0.0011113345540373198,0.0001852224256728866,0.0009261121283644332,0.6666666666666666,0.1111111111111111,0.5555555555555556,599.879365079365
Malta,MLT,MLT,2014 Winter Olympics,2014,Winter,Russia,RUS,False,1,0,1,0.0,1.0,0.0003704448513457732,0.0003704448513457732,0.0,0.2222222222222222,0.2222222222222222,0.0,599.879365079365
Montenegro,MNE,MNE,2014 Winter Olympics,2014,Winter,Russia,RUS,False,2,1,1,0.5,0.5,0.0005556672770186599,0.0001852224256728866,0.0003704448513457732,0.3333333333333333,0.1111111111111111,0.2222222222222222,599.879365079365
Mongolia,MNG,MGL,2014 Winter Olympics,2014,Winter,Russia,RUS,False,2,1,1,0.5,0.5,0.0003704448513457732,0.0001852224256728866,0.0001852224256728866,0.2222222222222222,0.1111111111111111,0.1111111111111111,599.879365079365
Netherlands,NLD,NED,2014 Winter Olympics,2014,Winter,Russia,RUS,False,41,21,20,0.5121951219512195,0.4878048780487805,0.033916210666694896,0.015639387813422806,0.018276822853272087,20.34563492063492,9.381746031746031,10.963888888888889,599.879365079365
Norway,NOR,NOR,2014 Winter Olympics,2014,Winter,Russia,RUS,False,112,80,32,0.7142857142857143,0.2857142857142857,0.05879952053852097,0.02404120934367757,0.03475831119484341,35.272619047619045,14.421825396825398,20.85079365079365,599.879365079365
Nepal,NPL,NEP,2014 Winter Olympics,2014,Winter,Russia,RUS,False,1,1,0,1.0,0.0,0.0001852224256728866,0.0,0.0001852224256728866,0.1111111111111111,0.0,0.1111111111111111,599.879365079365
New Zealand,NZL,NZL,2014 Winter Olympics,2014,Winter,Russia,RUS,False,15,7,8,0.4666666666666667,0.5333333333333333,0.004044463966300103,0.0016299573459214022,0.0024145066203787005,2.426190476190476,0.9777777777777777,1.4484126984126984,599.879365079365
